Booking Date,Origin,Destination,Departure Date,Departure Day,Arrival Date,Arrival Day,Trip Duration,Price,Airline,stops - outbound,stops - return,duration - inbound,duration - return,Origin_Holiday_Season,Origin_Peak_Season,Dest_Holiday_Season,Dest_Peak_Season,On_Holiday,On_Peak,Unnamed: 20
2025-03-15,YVR,BCN,2025-03-16,Sunday,2025-03-19,Wednesday,3,2210.0,Lufthansa,1 stop,1 stop,14h 05m,14h 00m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-16,Sunday,2025-03-19,Wednesday,3,1372.0,"WestJet, LATAM Airlines",1 stop,1 stop,21h 25m,25h 04m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-16,Sunday,2025-03-19,Wednesday,3,1024.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,7h 56m,3h 09m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-16,Sunday,2025-03-19,Wednesday,3,2312.0,Air Transat • Operated by Porter Airlines,1 stop,1 stop,18h 20m,13h 05m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-16,Sunday,2025-03-21,Friday,5,1198.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,3h 51m,3h 09m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-16,Sunday,2025-03-21,Friday,5,1422.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Peru",1 stop,1 stop,13h 35m,16h 31m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-03-16,Sunday,2025-03-21,Friday,5,2111.0,Lufthansa,1 stop,1 stop,14h 05m,13h 40m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-16,Sunday,2025-03-21,Friday,5,2824.0,"WestJet, Icelandair",2 stops,1 stop,18h 10m,13h 05m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-16,Sunday,2025-03-23,Sunday,7,776.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,7h 56m,3h 09m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-03-16,Sunday,2025-03-23,Sunday,7,2187.0,Lufthansa,1 stop,1 stop,14h 05m,13h 40m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-16,Sunday,2025-03-23,Sunday,7,1397.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Peru",1 stop,1 stop,21h 25m,16h 31m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-16,Sunday,2025-03-23,Sunday,7,2339.0,Multiple Airlines,1 stop,1 stop,16h 30m,16h 24m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-16,Sunday,2025-03-26,Wednesday,10,1380.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,3h 51m,3h 04m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-16,Sunday,2025-03-26,Wednesday,10,1425.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Peru",1 stop,1 stop,21h 25m,15h 56m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-03-16,Sunday,2025-03-26,Wednesday,10,2056.0,Air Canada • Operated by Lufthansa,1 stop,1 stop,14h 05m,17h 32m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-16,Sunday,2025-03-26,Wednesday,10,3303.0,Multiple Airlines • Operated by Lufthansa,2 stops,1 stop,18h 20m,13h 05m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-16,Sunday,2025-03-30,Sunday,14,956.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,3h 51m,3h 09m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-16,Sunday,2025-03-30,Sunday,14,1400.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Peru",1 stop,1 stop,21h 25m,16h 51m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-03-16,Sunday,2025-04-15,Tuesday,30,2081.0,"Air Canada, Lufthansa • Operated by Lufthansa",1 stop,1 stop,14h 05m,13h 55m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-16,Sunday,2025-04-15,Tuesday,30,910.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,7h 56m,3h 09m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-16,Sunday,2025-03-30,Sunday,14,2841.0,Multiple Airlines • Operated by Lufthansa CityLine,1 stop,2 stops,12h 20m,18h 47m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-16,Sunday,2025-04-15,Tuesday,30,1338.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Peru",1 stop,2 stops,21h 25m,15h 56m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-03-23,Sunday,2025-03-26,Wednesday,3,1072.0,Lufthansa • Operated by Air Canada,1 stop,1 stop,20h 30m,17h 32m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-16,Sunday,2025-04-15,Tuesday,30,2533.0,Air Transat • Operated by Porter Airlines,1 stop,1 stop,16h 30m,16h 20m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-23,Sunday,2025-03-26,Wednesday,3,1316.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Peru",1 stop,1 stop,19h 00m,15h 56m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-23,Sunday,2025-03-28,Friday,5,622.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,7h 56m,3h 09m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-03-23,Sunday,2025-03-28,Friday,5,2078.0,Lufthansa • Operated by Air Canada,2 stops,1 stop,16h 00m,13h 40m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-23,Sunday,2025-03-26,Wednesday,3,2136.0,Icelandair • Operated by Skywest Airlines,1 stop,2 stops,12h 20m,18h 52m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-23,Sunday,2025-03-28,Friday,5,1284.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Peru",1 stop,1 stop,19h 00m,16h 31m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-03-23,Sunday,2025-03-30,Sunday,7,2165.0,Air France,1 stop,1 stop,12h 35m,14h 05m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-23,Sunday,2025-03-30,Sunday,7,622.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,7h 56m,3h 09m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-23,Sunday,2025-03-30,Sunday,7,2227.0,Multiple Airlines,1 stop,2 stops,12h 20m,19h 42m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-23,Sunday,2025-03-30,Sunday,7,1299.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Peru",1 stop,1 stop,19h 00m,16h 51m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-23,Sunday,2025-04-02,Wednesday,10,641.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,3h 51m,3h 09m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-03-23,Sunday,2025-04-02,Wednesday,10,1060.0,Air France,1 stop,1 stop,12h 35m,14h 05m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-23,Sunday,2025-04-02,Wednesday,10,1911.0,Icelandair,1 stop,1 stop,12h 20m,12h 55m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-23,Sunday,2025-04-02,Wednesday,10,1295.0,"WestJet, LATAM Airlines • Operated by Delta Air Lines For Latam Airlines Group, Latam Airlines Peru, Skywest DBA Delta For Latam Airlines Group",1 stop,2 stops,19h 00m,15h 50m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-23,Sunday,2025-04-06,Sunday,14,404.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,7h 56m,3h 09m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-03-23,Sunday,2025-04-06,Sunday,14,1453.0,Air France,1 stop,1 stop,12h 35m,14h 05m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-23,Sunday,2025-04-06,Sunday,14,2599.0,"Icelandair, Air Transat • Operated by Porter Airlines",1 stop,1 stop,12h 20m,16h 20m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-23,Sunday,2025-04-06,Sunday,14,1233.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Peru",1 stop,1 stop,19h 00m,16h 51m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-03-23,Sunday,2025-04-22,Tuesday,30,1291.0,Air France,1 stop,1 stop,16h 05m,14h 05m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-23,Sunday,2025-04-22,Tuesday,30,602.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,7h 56m,5h 59m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-23,Sunday,2025-04-22,Tuesday,30,1240.0,Icelandair • Operated by Skywest Airlines,1 stop,2 stops,12h 20m,16h 18m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-23,Sunday,2025-04-22,Tuesday,30,1247.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Peru",1 stop,1 stop,19h 00m,15h 56m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-03-30,Sunday,2025-04-02,Wednesday,3,1257.0,Air France,1 stop,1 stop,12h 45m,23h 00m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-30,Sunday,2025-04-02,Wednesday,3,687.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,4h 56m,3h 02m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-30,Sunday,2025-04-02,Wednesday,3,1813.0,"Icelandair, Air Transat • Operated by Porter Airlines, AirTransat",1 stop,1 stop,12h 05m,16h 20m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-30,Sunday,2025-04-02,Wednesday,3,1275.0,"LATAM Airlines • Operated by Westjet For Latam Airlines Peru, Delta Air Lines For Latam Airlines Group, Latam Airlines Peru, Skywest DBA Delta For Latam Airlines Group",1 stop,2 stops,13h 30m,15h 50m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-03-30,Sunday,2025-04-04,Friday,5,1234.0,"Air France, KLM",1 stop,1 stop,12h 45m,13h 50m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-30,Sunday,2025-04-04,Friday,5,2228.0,"Icelandair, Air Transat • Operated by Porter Airlines",1 stop,1 stop,12h 05m,16h 20m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-30,Sunday,2025-04-04,Friday,5,809.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,3h 51m,3h 09m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-03-30,Sunday,2025-04-06,Sunday,7,1288.0,Air France,1 stop,1 stop,12h 45m,14h 05m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-30,Sunday,2025-04-04,Friday,5,1251.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Peru",1 stop,1 stop,13h 30m,16h 51m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-30,Sunday,2025-04-06,Sunday,7,1691.0,Air Transat • Operated by Porter Airlines,1 stop,1 stop,20h 45m,16h 20m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-30,Sunday,2025-04-06,Sunday,7,743.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,12h 46m,3h 02m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-03-30,Sunday,2025-04-09,Wednesday,10,1053.0,Lufthansa • Operated by Air Canada,1 stop,1 stop,13h 30m,16h 17m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-30,Sunday,2025-04-06,Sunday,7,1251.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Peru",1 stop,1 stop,13h 30m,16h 51m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-30,Sunday,2025-04-09,Wednesday,10,743.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,3h 51m,3h 02m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-30,Sunday,2025-04-09,Wednesday,10,1661.0,"Icelandair, Air Transat • Operated by Porter Airlines",1 stop,1 stop,12h 05m,16h 20m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-03-30,Sunday,2025-04-13,Sunday,14,1409.0,"Air France, KLM",1 stop,1 stop,12h 45m,13h 50m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-03-30,Sunday,2025-04-09,Wednesday,10,1238.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Peru",1 stop,1 stop,19h 00m,15h 36m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-03-30,Sunday,2025-04-13,Sunday,14,404.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,12h 46m,3h 02m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-30,Sunday,2025-04-13,Sunday,14,1329.0,Icelandair • Operated by Skywest Airlines,1 stop,2 stops,12h 05m,16h 07m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-04-13,Sunday,2025-04-18,Friday,5,316.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,3h 51m,10h 04m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-04-13,Sunday,2025-04-16,Wednesday,3,1078.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Group, Latam Airlines Peru",1 stop,1 stop,12h 40m,15h 36m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-04-06,Sunday,2025-04-09,Wednesday,3,1952.0,Lufthansa • Operated by Air Canada,1 stop,1 stop,13h 35m,23h 00m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-03-30,Sunday,2025-04-29,Tuesday,30,1084.0,Air Transat • Operated by Porter Airlines,1 stop,1 stop,20h 45m,16h 20m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-04-13,Sunday,2025-04-20,Sunday,7,262.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,3h 51m,3h 09m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-04-13,Sunday,2025-04-18,Friday,5,1098.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Group, Latam Airlines Peru",1 stop,1 stop,12h 40m,16h 51m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-04-06,Sunday,2025-04-09,Wednesday,3,1615.0,Porter Airlines • Operated by Air Transat,1 stop,1 stop,16h 30m,16h 20m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-04-06,Sunday,2025-04-11,Friday,5,1410.0,"KLM, Air France",1 stop,1 stop,13h 35m,14h 05m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-04-13,Sunday,2025-04-23,Wednesday,10,213.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,3h 51m,3h 02m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-04-13,Sunday,2025-04-20,Sunday,7,1014.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Group, Latam Airlines Peru",1 stop,1 stop,12h 40m,16h 51m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-04-06,Sunday,2025-04-11,Friday,5,1556.0,Porter Airlines • Operated by Air Transat,1 stop,1 stop,20h 45m,16h 20m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-04-13,Sunday,2025-04-27,Sunday,14,213.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,3h 51m,2h 55m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-04-06,Sunday,2025-04-13,Sunday,7,1428.0,KLM,1 stop,1 stop,13h 35m,13h 50m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-04-13,Sunday,2025-04-23,Wednesday,10,1292.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Group, Latam Airlines Peru",1 stop,1 stop,12h 40m,15h 36m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-04-06,Sunday,2025-04-13,Sunday,7,1542.0,Porter Airlines • Operated by Air Transat,1 stop,1 stop,14h 20m,16h 07m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-04-13,Sunday,2025-05-13,Tuesday,30,213.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,3h 51m,3h 35m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-04-13,Sunday,2025-04-27,Sunday,14,1053.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Group",1 stop,1 stop,12h 40m,14h 04m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-04-06,Sunday,2025-04-16,Wednesday,10,1086.0,"KLM, Air France",1 stop,1 stop,13h 35m,14h 05m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-04-06,Sunday,2025-04-16,Wednesday,10,1498.0,"WestJet, Icelandair • Operated by Skywest Airlines",2 stops,2 stops,18h 00m,16h 07m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-04-06,Sunday,2025-04-20,Sunday,14,1377.0,"KLM, Air France",1 stop,1 stop,13h 35m,14h 05m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-04-06,Sunday,2025-04-20,Sunday,14,1118.0,Porter Airlines • Operated by Air Transat,2 stops,1 stop,19h 10m,16h 20m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-04-20,Sunday,2025-04-23,Wednesday,3,258.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,3h 51m,3h 02m,Yes,No,Yes,No,Yes,No,
2025-03-15,YVR,BCN,2025-04-06,Sunday,2025-05-06,Tuesday,30,1042.0,"Lufthansa • Operated by Air Canada, Air Baltic",1 stop,1 stop,14h 15m,13h 30m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-04-13,Sunday,2025-05-13,Tuesday,30,1275.0,"WestJet, LATAM Airlines • Operated by Westjet For Latam Airlines Peru, Latam Airlines Group",1 stop,1 stop,12h 40m,16h 39m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-04-06,Sunday,2025-05-06,Tuesday,30,988.0,Porter Airlines • Operated by Air Transat,2 stops,1 stop,19h 10m,16h 15m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-04-20,Sunday,2025-04-25,Friday,5,292.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,3h 51m,3h 09m,Yes,No,Yes,No,Yes,No,
2025-03-15,YVR,BCN,2025-04-13,Sunday,2025-04-16,Wednesday,3,1276.0,"KLM, Air France",1 stop,1 stop,13h 35m,23h 00m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-04-20,Sunday,2025-04-23,Wednesday,3,1456.0,"LATAM Airlines • Operated by Westjet For Latam Airlines Peru, Delta Air Lines For Latam Airlines Group, Latam Airlines Group, Skywest DBA Delta For Latam Airlines Group",1 stop,2 stops,12h 40m,15h 50m,Yes,No,No,No,Yes,No,
2025-03-15,YVR,LGW,2025-04-13,Sunday,2025-04-16,Wednesday,3,3837.0,Multiple Airlines,2 stops,1 stop,20h 55m,32h 20m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-04-13,Sunday,2025-04-18,Friday,5,1940.0,Lufthansa • Operated by Air Baltic,1 stop,1 stop,13h 35m,13h 50m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-04-20,Sunday,2025-04-27,Sunday,7,1269.0,"LATAM Airlines • Operated by Westjet For Latam Airlines Peru, Delta, Latam Airlines Group, LATAM Airlines Peru",1 stop,2 stops,12h 40m,25h 49m,Yes,No,No,No,Yes,No,
2025-03-15,YVR,BCN,2025-04-13,Sunday,2025-04-20,Sunday,7,1377.0,"KLM, Air France",1 stop,1 stop,13h 35m,14h 05m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-04-13,Sunday,2025-04-18,Friday,5,1291.0,Porter Airlines • Operated by Air Transat,1 stop,1 stop,14h 15m,16h 20m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-04-20,Sunday,2025-04-30,Wednesday,10,258.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,3h 51m,3h 35m,Yes,No,Yes,No,Yes,No,
2025-03-15,YVR,BCN,2025-04-13,Sunday,2025-04-23,Wednesday,10,1542.0,Lufthansa • Operated by airBaltic,1 stop,1 stop,14h 15m,15h 20m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-04-20,Sunday,2025-04-30,Wednesday,10,1435.0,"LATAM Airlines • Operated by Westjet For Latam Airlines Peru, Latam Airlines Group",1 stop,1 stop,12h 40m,14h 04m,Yes,No,No,No,Yes,No,
2025-03-15,YVR,BCN,2025-05-11,Sunday,2025-06-10,Tuesday,30,1019.0,"SWISS, Air Canada • Operated by Edelweiss Air",1 stop,1 stop,12h 45m,14h 10m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-04-13,Sunday,2025-04-27,Sunday,14,1864.0,Air Transat • Operated by Porter Airlines,1 stop,1 stop,14h 15m,16h 20m,No,No,No,No,No,No,
2025-03-15,YVR,LIM,2025-06-01,Sunday,2025-06-06,Friday,5,1004.0,"LATAM Airlines • Operated by Aeromexico For Latam Airlines Brasil, Westjet For Latam Airlines Peru, Latam Airlines Group, Wamos For Latam Airlines Group, Latam Airlines Peru",2 stops,1 stop,27h 29m,14h 04m,No,Yes,No,No,No,Yes,
2025-03-15,YVR,YQL,2025-05-25,Sunday,2025-06-24,Tuesday,30,253.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,5h 05m,3h 35m,No,No,No,No,No,No,
2025-03-15,YVR,BCN,2025-05-18,Sunday,2025-05-21,Wednesday,3,1568.0,"SWISS, Lufthansa • Operated by Air Canada, Edelweiss Air",1 stop,1 stop,12h 45m,13h 30m,Yes,No,No,No,Yes,No,
2025-03-15,YVR,LGW,2025-04-20,Sunday,2025-04-23,Wednesday,3,1620.0,Porter Airlines • Operated by Air Transat,1 stop,1 stop,14h 15m,16h 20m,Yes,No,No,No,Yes,No,
2025-03-15,YVR,LIM,2025-06-01,Sunday,2025-06-08,Sunday,7,1431.0,Aeromexico,1 stop,1 stop,12h 59m,14h 45m,No,Yes,No,No,No,Yes,
2025-03-15,YVR,YQL,2025-06-01,Sunday,2025-06-04,Wednesday,3,258.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,5h 05m,4h 35m,No,Yes,No,Yes,No,Yes,
2025-03-15,YVR,BCN,2025-05-18,Sunday,2025-05-23,Friday,5,1298.0,Air Canada • Operated by Lufthansa,1 stop,1 stop,14h 15m,13h 30m,Yes,No,No,No,Yes,No,
2025-03-15,YVR,LGW,2025-04-20,Sunday,2025-04-25,Friday,5,1776.0,"Air Transat • Operated by Porter Airlines, AirTransat",1 stop,1 stop,14h 15m,16h 20m,Yes,No,No,No,Yes,No,
2025-03-15,YVR,LIM,2025-06-01,Sunday,2025-06-11,Wednesday,10,964.0,"LATAM Airlines • Operated by Westjet For Latam Airlines Peru, Delta Air Lines For Latam Airlines Group, Skywest DBA Delta For Latam Airlines Group, Latam Airlines Peru",2 stops,1 stop,22h 35m,14h 04m,No,Yes,No,No,No,Yes,
2025-03-15,YVR,YQL,2025-06-01,Sunday,2025-06-06,Friday,5,243.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,5h 05m,4h 35m,No,Yes,No,Yes,No,Yes,
2025-03-15,YVR,BCN,2025-05-18,Sunday,2025-05-25,Sunday,7,1296.0,Air Canada • Operated by Lufthansa,1 stop,1 stop,14h 15m,13h 30m,Yes,No,No,No,Yes,No,
2025-03-15,YVR,LGW,2025-04-20,Sunday,2025-04-27,Sunday,7,1760.0,Porter Airlines • Operated by Air Transat,1 stop,1 stop,14h 15m,16h 20m,Yes,No,No,No,Yes,No,
2025-03-15,YVR,LIM,2025-06-01,Sunday,2025-06-15,Sunday,14,1203.0,Aeromexico,1 stop,1 stop,12h 59m,14h 45m,No,Yes,No,No,No,Yes,
2025-03-15,YVR,BCN,2025-05-18,Sunday,2025-05-28,Wednesday,10,981.0,Air Canada,1 stop,1 stop,14h 15m,17h 08m,Yes,No,No,No,Yes,No,
2025-03-15,YVR,YQL,2025-06-01,Sunday,2025-06-08,Sunday,7,243.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,5h 05m,4h 35m,No,Yes,No,Yes,No,Yes,
2025-03-15,YVR,LGW,2025-04-20,Sunday,2025-04-30,Wednesday,10,1620.0,Porter Airlines • Operated by Air Transat,1 stop,1 stop,14h 15m,16h 20m,Yes,No,No,No,Yes,No,
2025-03-15,YVR,LIM,2025-06-01,Sunday,2025-07-01,Tuesday,30,1146.0,"LATAM Airlines • Operated by Westjet For Latam Airlines Peru, Wamos For Latam Airlines Group, Latam Airlines Peru",2 stops,1 stop,23h 15m,14h 04m,No,Yes,No,No,No,Yes,
2025-03-15,YVR,YQL,2025-06-01,Sunday,2025-06-11,Wednesday,10,243.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,5h 05m,3h 35m,No,Yes,No,Yes,No,Yes,
2025-03-15,YVR,BCN,2025-05-18,Sunday,2025-06-01,Sunday,14,1146.0,"Air Transat, WestJet • Operated by Porter Airlines",1 stop,1 stop,19h 15m,15h 10m,Yes,No,No,No,Yes,No,
2025-03-15,YVR,LGW,2025-04-20,Sunday,2025-05-04,Sunday,14,1578.0,"Air Transat • Operated by Porter Airlines, AirTransat",1 stop,1 stop,14h 15m,16h 15m,Yes,No,No,No,Yes,No,
2025-03-15,YVR,BCN,2025-05-18,Sunday,2025-06-17,Tuesday,30,1019.0,Air Canada • Operated by Lufthansa,1 stop,1 stop,14h 15m,13h 30m,Yes,No,No,No,Yes,No,
2025-03-15,YVR,YQL,2025-06-01,Sunday,2025-06-15,Sunday,14,258.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,5h 05m,3h 35m,No,Yes,No,Yes,No,Yes,
2025-03-15,YVR,LIM,2025-06-08,Sunday,2025-06-11,Wednesday,3,1087.0,"WestJet, LATAM Airlines • Operated by Latam Airlines Peru",1 stop,1 stop,20h 25m,14h 04m,No,Yes,No,No,No,Yes,
2025-03-15,YVR,BCN,2025-05-25,Sunday,2025-05-28,Wednesday,3,1997.0,SWISS • Operated by Edelweiss Air,1 stop,1 stop,12h 45m,27h 50m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-04-20,Sunday,2025-05-20,Tuesday,30,1579.0,Air Transat • Operated by Porter Airlines,1 stop,1 stop,14h 15m,16h 15m,Yes,No,No,No,Yes,No,
2025-03-15,YVR,YQL,2025-06-01,Sunday,2025-07-01,Tuesday,30,272.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,5h 05m,3h 35m,No,Yes,No,Yes,No,Yes,
2025-03-15,YVR,LIM,2025-06-08,Sunday,2025-06-13,Friday,5,1072.0,"LATAM Airlines • Operated by Westjet For Latam Airlines Peru, Latam Airlines Group, Wamos For Latam Airlines Group, Latam Airlines Peru",2 stops,1 stop,27h 29m,14h 04m,No,Yes,No,No,No,Yes,
2025-03-15,YVR,BCN,2025-05-25,Sunday,2025-05-30,Friday,5,1070.0,"SWISS, Lufthansa • Operated by Air Canada, Edelweiss Air",1 stop,1 stop,12h 45m,17h 08m,No,No,No,No,No,No,
2025-03-15,YVR,LGW,2025-04-27,Sunday,2025-04-30,Wednesday,3,1540.0,Porter Airlines • Operated by Air Transat,1 stop,1 stop,14h 15m,16h 20m,No,No,No,No,No,No,
2025-03-15,YVR,YQL,2025-06-08,Sunday,2025-06-11,Wednesday,3,212.0,WestJet • Operated by Westjet Encore,1 stop,1 stop,5h 05m,3h 35m,No,Yes,No,Yes,No,Yes,
